
  0.4310,   0.9849
  0.5062,   0.5792
  0.4276,   0.6217
  0.3204,   0.6339
  0.2730,   0.5922
  0.3055,   0.5306
  0.3651,   0.4652
  0.4322,   0.4066
  0.5463,   0.3626
  0.6625,   0.3375
  0.7687,   0.3372
  0.8847,   0.3590
  0.9707,   0.4144
  0.9832,   0.5031
  0.9846,   0.6208
  0.9846,   0.7507
  0.9846,   0.8913
  0.9849,   0.9756
  0.9849,   0.9839
  0.9846,   0.9846
  0.9846,   0.9846
  0.7621,   0.9846
  0.6215,   0.9851
  0.4972,   0.9846
  0.3985,   0.9851
  0.3074,   0.9849
  0.2112,   0.9849
  0.1206,   0.9851
  0.0632,   0.9849
  0.0129,   0.9849
  0.0049,   0.9849
  0.0042,   0.7966
  0.0039,   0.6330
  0.0037,   0.5092
  0.0037,   0.4000
  0.0039,   0.3043
  0.0039,   0.2337
  0.1365,   0.1805
  0.2584,   0.1431
  0.3499,   0.1284
  0.4159,   0.1260
  0.4706,   0.1372
  0.5421,   0.1556
  0.5954,   0.1810
  0.6325,   0.2112
  0.6872,   0.2462
  0.7333,   0.2884
  0.7602,   0.3424
  0.7761,   0.4029
  0.8007,   0.4730
  0.8129,   0.5463
  0.7939,   0.6171
  0.7687,   0.6987
  0.7387,   0.7661
  0.6752,   0.8254
  0.6056,   0.8728
  0.5248,   0.9018
  0.4337,   0.9040
  0.3753,   0.8877
  0.3101,   0.8447
  0.2484,   0.7941
  0.2332,   0.7306
  0.2335,   0.6691
  0.2369,   0.6186
  0.2498,   0.5822
  0.2935,   0.5709
  0.3026,   0.5766
  0.2860,   0.5893
  0.2750,   0.6059
  0.2474,   0.5968
  0.2039,   0.5651
  0.1673,   0.5143
  0.1753,   0.4496
  0.1893,   0.3888
  0.2054,   0.3309
  0.2571,   0.2857
  0.3099,   0.2545
  0.3531,   0.2391
  0.3915,   0.2332
  0.4418,   0.2371
  0.4882,   0.2491
  0.5087,   0.2662
  0.5267,   0.2774
  0.5634,   0.2855
  0.5834,   0.2899
  0.6081,   0.3016
  0.6615,   0.3221
  0.7145,   0.3614
  0.7392,   0.4166
  0.7490,   0.4852
  0.7712,   0.5661
  0.7499,   0.6498
  0.6935,   0.7311
  0.6449,   0.7985
  0.5761,   0.8496
  0.4855,   0.8755
  0.3839,   0.8806
  0.3184,   0.8640
  0.2513,   0.8210
  0.1917,   0.7726
  0.1536,   0.7106
  0.1204,   0.6515
  0.1197,   0.5966
  0.1128,   0.5399
  0.0965,   0.4860
  0.1067,   0.4300
  0.1179,   0.3712
  0.5004,   0.4598
  0.5170,   0.4371
  0.5265,   0.4173
  0.5250,   0.4127
  0.5187,   0.4227
  0.4984,   0.4369
  0.4740,   0.4530
  0.4418,   0.4630
  0.4105,   0.4620
  0.3814,   0.4549
  0.3580,   0.4388
  0.3404,   0.4195
  0.3294,   0.3951
  0.3272,   0.3697
  0.3365,   0.3419
  0.3534,   0.3131
  0.3719,   0.2952
  0.3954,   0.2813
  0.4166,   0.2716
  0.4381,   0.2637
  0.4615,   0.2562
  0.4855,   0.2501
  0.5155,   0.2415
  0.5490,   0.2391
  0.5834,   0.2503
  0.6129,   0.2681
  0.6413,   0.2886
  0.6613,   0.3126
  0.6764,   0.3363
  0.6901,   0.3619
  0.7043,   0.3858
  0.7209,   0.4144
  0.7321,   0.4462
  0.7411,   0.4901
  0.7394,   0.5402
  0.7304,   0.5932
  0.7006,   0.6464
  0.6579,   0.6906
  0.6034,   0.7197
  0.5482,   0.7326
  0.4935,   0.7299
  0.4440,   0.7111
  0.4046,   0.6847
  0.3744,   0.6527
  0.3497,   0.6164
  0.3319,   0.5775
  0.3187,   0.5365
  0.3133,   0.4884
  0.3197,   0.4398
  0.3314,   0.3919
  0.3521,   0.3482
  0.3788,   0.3060
  0.4161,   0.2725
  0.4615,   0.2413
  0.5165,   0.2237
  0.5653,   0.2200
  0.6100,   0.2271
  0.6476,   0.2408
  0.6828,   0.2552
  0.7150,   0.2737
  0.7487,   0.2979
  0.7788,   0.3233
  0.8042,   0.3570
  0.8325,   0.3927
  0.8591,   0.4303
  0.8852,   0.4755
  0.9096,   0.5355
  0.9219,   0.6156
  0.9184,   0.7062
  0.8886,   0.8032
  0.8295,   0.8969
  0.7460,   0.9692
  0.6435,   0.9834
  0.5316,   0.9846
  0.4210,   0.9849
  0.3167,   0.9851
  0.2254,   0.9849
  0.1487,   0.9849
  0.0928,   0.8256
  0.0581,   0.7099
  0.0459,   0.6090
  0.0493,   0.5145
  0.0598,   0.4239
  0.0864,   0.3343
  0.1265,   0.2493
  0.1814,   0.1675
  0.2457,   0.0979
  0.3179,   0.0369
  0.4046,   0.0073
  0.5033,   0.0042
  0.6144,   0.0037
  0.7368,   0.0037
  0.8625,   0.0037
  0.9646,   0.0037
  0.9832,   0.0037
  0.9841,   0.1944
  0.9846,   0.3875
  0.9846,   0.5570
  0.9846,   0.7260
  0.9846,   0.8791
  0.9846,   0.9731
  0.9849,   0.9834
  0.8928,   0.9846
  0.6579,   0.9849
  0.5382,   0.9849
  0.4327,   0.9851
  0.5123,   0.5783
  0.4212,   0.6222
  0.3099,   0.6339
  0.2806,   0.5954
  0.3104,   0.5341
  0.3624,   0.4664
  0.4339,   0.4107
  0.5497,   0.3643
  0.6554,   0.3409
  0.7678,   0.3375
  0.8801,   0.3609
  0.9653,   0.4154
  0.9829,   0.5023
  0.9841,   0.6164
  0.9846,   0.7487
  0.9846,   0.8894
  0.9849,   0.9756
  0.9849,   0.9836
  0.9846,   0.9844
  0.9849,   0.9846
  0.7582,   0.9846
  0.6147,   0.9851
  0.5062,   0.9851
  0.4078,   0.9849
  0.3016,   0.9849
  0.1993,   0.9849
  0.1243,   0.9849
  0.0608,   0.9849
  0.0115,   0.9849
  0.0046,   0.9849
  0.0039,   0.7951
  0.0037,   0.6315
  0.0037,   0.5072
  0.0037,   0.3980
  0.0037,   0.3021
  0.0037,   0.2300
  0.1407,   0.1770
  0.2667,   0.1436
  0.3455,   0.1270
  0.4051,   0.1250
  0.4799,   0.1365
  0.5460,   0.1548
  0.5956,   0.1795
  0.6320,   0.2100
  0.6904,   0.2471
  0.7294,   0.2916
  0.7526,   0.3431
  0.7924,   0.4039
  0.8127,   0.4725
  0.8100,   0.5490
  0.7875,   0.6247
  0.7695,   0.7013
  0.7358,   0.7683
  0.6723,   0.8293
  0.6022,   0.8764
  0.5121,   0.9048
  0.4366,   0.9072
  0.3719,   0.8855
  0.3001,   0.8464
  0.2518,   0.7905
  0.2386,   0.7289
  0.2274,   0.6676
  0.2278,   0.6144
  0.2598,   0.5812
  0.2935,   0.5675
  0.3028,   0.5739
  0.2886,   0.5890
  0.2855,   0.5988
  0.2449,   0.5924
  0.1924,   0.5639
  0.1780,   0.5158
  0.1783,   0.4518
  0.1841,   0.3900
  0.2044,   0.3326
  0.2530,   0.2877
  0.3043,   0.2552
  0.3460,   0.2344
  0.4066,   0.2313
  0.4549,   0.2379
  0.4845,   0.2513
  0.5018,   0.2659
  0.5311,   0.2786
  0.5600,   0.2855
  0.5805,   0.2886
  0.6227,   0.2984
  0.6742,   0.3199
  0.7079,   0.3624
  0.7314,   0.4193
  0.7592,   0.4901
  0.7700,   0.5670
  0.7424,   0.6515
  0.6945,   0.7299
  0.6523,   0.8000
  0.5697,   0.8474
  0.4701,   0.8757
  0.3939,   0.8806
  0.3241,   0.8567
  0.2476,   0.8220
  0.1924,   0.7697
  0.1492,   0.7136
  0.1297,   0.6545
  0.1245,   0.5983
  0.1099,   0.5416
  0.0943,   0.4874
  0.1062,   0.4300
  0.1121,   0.3731
  0.5021,   0.4596
  0.5133,   0.4364
  0.5267,   0.4176
  0.5258,   0.4125
  0.5177,   0.4205
  0.4994,   0.4366
  0.4750,   0.4515
  0.4422,   0.4584
  0.4115,   0.4623
  0.3824,   0.4554
  0.3592,   0.4410
  0.3421,   0.4212
  0.3304,   0.3968
  0.3267,   0.3700
  0.3360,   0.3414
  0.3514,   0.3150
  0.3731,   0.2952
  0.3951,   0.2806
  0.4159,   0.2750
  0.4369,   0.2652
  0.4615,   0.2564
  0.4862,   0.2484
  0.5158,   0.2393
  0.5482,   0.2388
  0.5839,   0.2510
  0.6147,   0.2679
  0.6398,   0.2904
  0.6589,   0.3143
  0.6752,   0.3377
  0.6908,   0.3597
  0.7048,   0.3878
  0.7189,   0.4144
  0.7294,   0.4481
  0.7377,   0.4879
  0.7380,   0.5341
  0.7280,   0.5900
  0.7004,   0.6427
  0.6567,   0.6886
  0.6056,   0.7170
  0.5502,   0.7304
  0.4947,   0.7292
  0.4476,   0.7118
  0.4059,   0.6864
  0.3761,   0.6547
  0.3531,   0.6181
  0.3306,   0.5802
  0.3177,   0.5382
  0.3131,   0.4899
  0.3182,   0.4437
  0.3324,   0.3958
  0.3507,   0.3526
  0.3768,   0.3074
  0.4156,   0.2686
  0.4625,   0.2398
  0.5148,   0.2212
  0.5648,   0.2183
  0.6093,   0.2274
  0.6469,   0.2405
  0.6813,   0.2540
  0.7167,   0.2723
  0.7502,   0.2974
  0.7810,   0.3243
  0.8061,   0.3573
  0.8325,   0.3917
  0.8569,   0.4291
  0.8830,   0.4772
  0.9099,   0.5368
  0.9221,   0.6147
  0.9162,   0.7053
  0.8874,   0.8020
  0.8295,   0.8962
  0.7473,   0.9683
  0.6452,   0.9836
  0.5333,   0.9846
  0.4208,   0.9846
  0.3165,   0.9849
  0.2259,   0.9849
  0.1490,   0.9849
  0.0928,   0.8266
  0.0571,   0.7096
  0.0449,   0.6100
  0.0457,   0.5160
  0.0601,   0.4234
  0.0855,   0.3338
  0.1250,   0.2486
  0.1783,   0.1663
  0.2437,   0.0947
  0.3184,   0.0347
  0.4059,   0.0071
  0.5040,   0.0042
  0.6149,   0.0039
  0.7380,   0.0037
  0.8632,   0.0034
  0.9661,   0.0037
  0.9832,   0.0039
  0.9841,   0.1929
  0.9846,   0.3883
  0.9846,   0.5568
  0.9846,   0.7255
  0.9846,   0.8791
  0.9846,   0.9729
  0.9849,   0.9836
  0.8867,   0.9849
  0.6574,   0.9849
  0.5370,   0.9846
  0.4300,   0.9849
  0.5082,   0.5775
  0.4073,   0.6195
  0.3167,   0.6352
  0.2904,   0.5980
  0.2994,   0.5368
  0.3636,   0.4672
  0.4535,   0.4125
  0.5463,   0.3673
  0.6415,   0.3438
  0.7641,   0.3389
  0.8872,   0.3595
  0.9697,   0.4142
  0.9829,   0.5048
  0.9844,   0.6188
  0.9849,   0.7516
  0.9846,   0.8896
  0.9846,   0.9751
  0.9846,   0.9836
  0.9846,   0.9846
  0.9846,   0.9846
  0.7609,   0.9846
  0.6200,   0.9849
  0.4957,   0.9849
  0.4000,   0.9849
  0.3038,   0.9846
  0.2044,   0.9846
  0.1292,   0.9851
  0.0667,   0.9849
  0.0120,   0.9846
  0.0046,   0.9849
  0.0039,   0.7944
  0.0039,   0.6335
  0.0037,   0.5101
  0.0037,   0.3961
  0.0037,   0.3040
  0.0039,   0.2342
  0.1409,   0.1805
  0.2596,   0.1436
  0.3475,   0.1272
  0.4154,   0.1241
  0.4730,   0.1333
  0.5482,   0.1548
  0.5951,   0.1812
  0.6293,   0.2105
  0.6845,   0.2457
  0.7348,   0.2901
  0.7626,   0.3424
  0.7785,   0.4027
  0.8110,   0.4703
  0.8154,   0.5455
  0.7875,   0.6212
  0.7753,   0.6996
  0.7414,   0.7719
  0.6762,   0.8332
  0.6015,   0.8801
  0.5111,   0.9092
  0.4476,   0.9087
  0.3690,   0.8842
  0.2891,   0.8471
  0.2486,   0.7919
  0.2325,   0.7287
  0.2203,   0.6657
  0.2347,   0.6134
  0.2713,   0.5797
  0.2879,   0.5673
  0.2896,   0.5726
  0.2965,   0.5866
  0.2860,   0.5956
  0.2437,   0.5927
  0.1937,   0.5661
  0.1868,   0.5138
  0.1758,   0.4527
  0.1768,   0.3907
  0.2134,   0.3346
  0.2603,   0.2884
  0.3016,   0.2540
  0.3404,   0.2379
  0.4076,   0.2335
  0.4496,   0.2361
  0.4708,   0.2479
  0.5109,   0.2642
  0.5414,   0.2784
  0.5575,   0.2869
  0.5748,   0.2911
  0.6242,   0.3009
  0.6706,   0.3238
  0.7016,   0.3639
  0.7441,   0.4176
  0.7700,   0.4894
  0.7648,   0.5680
  0.7360,   0.6510
  0.7038,   0.7328
  0.6462,   0.7990
  0.5575,   0.8493
  0.4813,   0.8786
  0.4037,   0.8830
  0.3170,   0.8598
  0.2440,   0.8242
  0.1814,   0.7712
  0.1536,   0.7099
  0.1350,   0.6525
  0.1138,   0.5954
  0.1035,   0.5399
  0.1101,   0.4869
  0.1048,   0.4288
  0.0974,   0.3719
  0.5006,   0.4596
  0.5143,   0.4381
  0.5243,   0.4166
  0.5241,   0.4107
  0.5153,   0.4190
  0.4979,   0.4359
  0.4745,   0.4508
  0.4410,   0.4589
  0.4112,   0.4589
  0.3832,   0.4520
  0.3617,   0.4361
  0.3451,   0.4171
  0.3324,   0.3971
  0.3311,   0.3705
  0.3380,   0.3429
  0.3541,   0.3170
  0.3756,   0.2960
  0.3971,   0.2823
  0.4168,   0.2759
  0.4371,   0.2679
  0.4601,   0.2579
  0.4847,   0.2535
  0.5121,   0.2432
  0.5495,   0.2415
  0.5832,   0.2515
  0.6127,   0.2674
  0.6391,   0.2901
  0.6589,   0.3145
  0.6759,   0.3363
  0.6889,   0.3619
  0.7043,   0.3871
  0.7175,   0.4127
  0.7294,   0.4476
  0.7372,   0.4879
  0.7380,   0.5382
  0.7282,   0.5900
  0.6999,   0.6440
  0.6569,   0.6857
  0.6039,   0.7165
  0.5490,   0.7306
  0.4938,   0.7280
  0.4469,   0.7111
  0.4066,   0.6833
  0.3785,   0.6505
  0.3531,   0.6176
  0.3333,   0.5800
  0.3209,   0.5380
  0.3140,   0.4928
  0.3189,   0.4447
  0.3304,   0.3976
  0.3497,   0.3512
  0.3790,   0.3084
  0.4142,   0.2706
  0.4601,   0.2410
  0.5121,   0.2256
  0.5639,   0.2212
  0.6068,   0.2249
  0.6454,   0.2386
  0.6823,   0.2510
  0.7153,   0.2708
  0.7507,   0.2950
  0.7824,   0.3233
  0.8071,   0.3580
  0.8332,   0.3919
  0.8571,   0.4322
  0.8833,   0.4796
  0.9109,   0.5382
  0.9221,   0.6151
  0.9158,   0.7065
  0.8884,   0.8029
  0.8293,   0.8955
  0.7468,   0.9692
  0.6437,   0.9834
  0.5306,   0.9846
  0.4195,   0.9846
  0.3182,   0.9846
  0.2261,   0.9849
  0.1490,   0.9851
  0.0921,   0.8259
  0.0608,   0.7092
  0.0449,   0.6090
  0.0449,   0.5148
  0.0574,   0.4239
  0.0850,   0.3363
  0.1245,   0.2474
  0.1783,   0.1668
  0.2422,   0.0952
  0.3179,   0.0342
  0.4051,   0.0068
  0.5038,   0.0042
  0.6173,   0.0039
  0.7411,   0.0034
  0.8642,   0.0037
  0.9665,   0.0037
  0.9834,   0.0037
  0.9844,   0.1905
  0.9846,   0.3883
  0.9846,   0.5597
  0.9846,   0.7284
  0.9846,   0.8799
  0.9846,   0.9734
  0.9849,   0.9836
  0.8791,   0.9846
  0.6537,   0.9846
  0.5336,   0.9846
  0.4283,   0.9849
  0.5070,   0.5768
  0.4112,   0.6212
  0.3253,   0.6359
  0.2950,   0.5951
  0.3062,   0.5341
  0.3504,   0.4674
  0.4400,   0.4142
  0.5495,   0.3692
  0.6542,   0.3409
  0.7668,   0.3389
  0.8698,   0.3604
  0.9661,   0.4171
  0.9829,   0.5079
  0.9841,   0.6212
  0.9846,   0.7531
  0.9844,   0.8879
  0.9844,   0.9748
  0.9846,   0.9836
  0.9846,   0.9846
  0.9846,   0.9846
  0.7543,   0.9846
  0.6063,   0.9846
  0.5106,   0.9851
  0.4044,   0.9849
  0.2908,   0.9849
  0.2105,   0.9851
  0.1399,   0.9851
  0.0613,   0.9851
  0.0103,   0.9849
  0.0042,   0.9849
  0.0037,   0.7956
  0.0037,   0.6354
  0.0037,   0.5116
  0.0034,   0.4010
  0.0037,   0.3057
  0.0037,   0.2320
  0.1470,   0.1783
  0.2645,   0.1455
  0.3328,   0.1272
  0.4181,   0.1221
  0.4906,   0.1343
  0.5436,   0.1556
  0.5841,   0.1797
  0.6371,   0.2098
  0.6928,   0.2474
  0.7263,   0.2916
  0.7568,   0.3426
  0.7951,   0.4056
  0.8063,   0.4718
  0.7985,   0.5446
  0.7980,   0.6230
  0.7761,   0.6974
  0.7326,   0.7712
  0.6735,   0.8320
  0.5937,   0.8777
  0.5272,   0.9045
  0.4491,   0.9106
  0.3683,   0.8908
  0.2913,   0.8513
  0.2552,   0.7937
  0.2288,   0.7289
  0.2110,   0.6657
  0.2369,   0.6127
  0.2672,   0.5802
  0.2845,   0.5626
  0.2928,   0.5685
  0.2989,   0.5853
  0.2833,   0.5929
  0.2408,   0.5888
  0.2056,   0.5656
  0.1888,   0.5158
  0.1753,   0.4547
  0.1751,   0.3932
  0.2115,   0.3341
  0.2598,   0.2884
  0.2891,   0.2532
  0.3529,   0.2374
  0.4112,   0.2344
  0.4349,   0.2376
  0.4825,   0.2486
  0.5184,   0.2645
  0.5228,   0.2796
  0.5600,   0.2840
  0.5927,   0.2894
  0.6186,   0.3004
  0.6640,   0.3206
  0.7165,   0.3626
  0.7414,   0.4195
  0.7592,   0.4889
  0.7717,   0.5668
  0.7458,   0.6530
  0.7006,   0.7355
  0.6515,   0.8039
  0.5685,   0.8525
  0.4716,   0.8818
  0.3941,   0.8840
  0.3145,   0.8608
  0.2418,   0.8215
  0.1890,   0.7685
  0.1492,   0.7089
  0.1348,   0.6518
  0.1148,   0.5934
  0.0960,   0.5368
  0.1116,   0.4823
  0.1092,   0.4269
  0.1021,   0.3690
  0.5013,   0.4574
  0.5143,   0.4361
  0.5253,   0.4154
  0.5236,   0.4117
  0.5153,   0.4198
  0.4967,   0.4337
  0.4711,   0.4493
  0.4420,   0.4571
  0.4112,   0.4586
  0.3836,   0.4503
  0.3639,   0.4379
  0.3458,   0.4186
  0.3360,   0.3971
  0.3346,   0.3726
  0.3402,   0.3458
  0.3521,   0.3204
  0.3736,   0.3004
  0.3954,   0.2840
  0.4156,   0.2779
  0.4381,   0.2679
  0.4589,   0.2589
  0.4835,   0.2532
  0.5121,   0.2444
  0.5453,   0.2400
  0.5807,   0.2493
  0.6122,   0.2650
  0.6391,   0.2872
  0.6586,   0.3136
  0.6772,   0.3360
  0.6894,   0.3585
  0.7079,   0.3851
  0.7194,   0.4151
  0.7304,   0.4496
  0.7382,   0.4884
  0.7377,   0.5385
  0.7258,   0.5907
  0.6974,   0.6435
  0.6547,   0.6867
  0.6034,   0.7165
  0.5499,   0.7297
  0.4950,   0.7277
  0.4484,   0.7094
  0.4107,   0.6845
  0.3792,   0.6496
  0.3536,   0.6168
  0.3355,   0.5807
  0.3223,   0.5392
  0.3167,   0.4950
  0.3167,   0.4452
  0.3294,   0.3990
  0.3492,   0.3548
  0.3780,   0.3118
  0.4117,   0.2728
  0.4571,   0.2408
  0.5087,   0.2215
  0.5602,   0.2178
  0.6046,   0.2247
  0.6444,   0.2361
  0.6825,   0.2508
  0.7175,   0.2681
  0.7519,   0.2926
  0.7841,   0.3228
  0.8095,   0.3575
  0.8357,   0.3912
  0.8608,   0.4310
  0.8857,   0.4789
  0.9087,   0.5419
  0.9209,   0.6190
  0.9143,   0.7094
  0.8845,   0.8039
  0.8264,   0.8938
  0.7443,   0.9673
  0.6432,   0.9832
  0.5309,   0.9846
  0.4195,   0.9846
  0.3199,   0.9849
  0.2298,   0.9849
  0.1507,   0.9851
  0.0957,   0.8259
  0.0603,   0.7101
  0.0481,   0.6090
  0.0484,   0.5177
  0.0598,   0.4259
  0.0857,   0.3363
  0.1226,   0.2505
  0.1773,   0.1690
  0.2405,   0.0979
  0.3148,   0.0344
  0.4024,   0.0068
  0.5040,   0.0039
  0.6149,   0.0039
  0.7389,   0.0037
  0.8647,   0.0034
  0.9651,   0.0034
  0.9832,   0.0034
  0.9841,   0.1844
  0.9846,   0.3846
  0.9849,   0.5575
  0.9849,   0.7284
  0.9851,   0.8825
  0.9846,   0.9736
  0.9846,   0.9836
  0.8767,   0.9846
  0.6540,   0.9849
  0.5346,   0.9849
  0.4293,   0.9849
  0.5065,   0.5773
  0.4066,   0.6208
  0.3194,   0.6320
  0.2952,   0.5939
  0.3084,   0.5292
  0.3529,   0.4625
  0.4530,   0.4098
  0.5521,   0.3663
  0.6586,   0.3409
  0.7697,   0.3399
  0.8737,   0.3641
  0.9705,   0.4210
  0.9829,   0.5101
  0.9844,   0.6234
  0.9846,   0.7541
  0.9846,   0.8918
  0.9846,   0.9756
  0.9846,   0.9839
  0.9846,   0.9846
  0.9846,   0.9849
  0.7492,   0.9849
  0.6234,   0.9849
  0.5170,   0.9851
  0.4056,   0.9849
  0.2957,   0.9849
  0.2122,   0.9849
  0.1360,   0.9851
  0.0554,   0.9851
  0.0090,   0.9849
  0.0044,   0.9849
  0.0037,   0.8049
  0.0037,   0.6359
  0.0034,   0.5092
  0.0034,   0.3971
  0.0034,   0.3023
  0.0037,   0.2295
  0.1480,   0.1768
  0.2652,   0.1441
  0.3326,   0.1265
  0.4139,   0.1263
  0.4901,   0.1407
  0.5416,   0.1570
  0.5792,   0.1807
  0.6427,   0.2090
  0.6847,   0.2462
  0.7118,   0.2879
  0.7590,   0.3399
  0.7956,   0.3990
  0.8039,   0.4708
  0.7963,   0.5411
  0.8051,   0.6188
  0.7770,   0.6943
  0.7346,   0.7653
  0.6759,   0.8276
  0.5973,   0.8799
  0.5284,   0.9060
  0.4493,   0.9109
  0.3626,   0.8899
  0.3028,   0.8518
  0.2642,   0.7941
  0.2291,   0.7321
  0.2110,   0.6674
  0.2300,   0.6137
  0.2642,   0.5795
  0.2830,   0.5641
  0.2918,   0.5709
  0.3079,   0.5861
  0.2830,   0.5958
  0.2325,   0.5915
  0.2076,   0.5602
  0.1922,   0.5133
  0.1785,   0.4557
  0.1770,   0.3934
  0.2198,   0.3375
  0.2589,   0.2950
  0.2918,   0.2589
  0.3521,   0.2400
  0.4076,   0.2366
  0.4442,   0.2415
  0.4698,   0.2525
  0.5087,   0.2669
  0.5346,   0.2781
  0.5441,   0.2845
  0.5832,   0.2908
  0.6276,   0.2996
  0.6664,   0.3197
  0.6987,   0.3619
  0.7411,   0.4176
  0.7663,   0.4864
  0.7604,   0.5643
  0.7463,   0.6471
  0.7131,   0.7319
  0.6454,   0.8027
  0.5553,   0.8523
  0.4752,   0.8806
  0.3980,   0.8867
  0.3126,   0.8630
  0.2408,   0.8215
  0.1748,   0.7692
  0.1480,   0.7094
  0.1348,   0.6508
  0.1160,   0.5912
  0.0972,   0.5358
  0.1138,   0.4796
  0.1106,   0.4266
  0.1018,   0.3690
  0.5016,   0.4591
  0.5138,   0.4376
  0.5236,   0.4173
  0.5194,   0.4122
  0.5121,   0.4203
  0.4945,   0.4308
  0.4706,   0.4452
  0.4415,   0.4559
  0.4134,   0.4564
  0.3861,   0.4481
  0.3651,   0.4339
  0.3509,   0.4173
  0.3414,   0.3966
  0.3370,   0.3734
  0.3433,   0.3468
  0.3551,   0.3206
  0.3748,   0.3043
  0.3946,   0.2894
  0.4156,   0.2784
  0.4357,   0.2720
  0.4567,   0.2618
  0.4818,   0.2537
  0.5109,   0.2430
  0.5438,   0.2413
  0.5800,   0.2503
  0.6129,   0.2637
  0.6398,   0.2867
  0.6598,   0.3106
  0.6762,   0.3336
  0.6947,   0.3600
  0.7067,   0.3873
  0.7197,   0.4186
  0.7294,   0.4518
  0.7358,   0.4928
  0.7370,   0.5419
  0.7238,   0.5929
  0.6950,   0.6425
  0.6515,   0.6857
  0.6020,   0.7118
  0.5463,   0.7238
  0.4940,   0.7204
  0.4491,   0.7021
  0.4129,   0.6816
  0.3834,   0.6493
  0.3585,   0.6149
  0.3385,   0.5792
  0.3241,   0.5399
  0.3187,   0.4967
  0.3197,   0.4493
  0.3319,   0.4020
  0.3514,   0.3563
  0.3773,   0.3123
  0.4107,   0.2725
  0.4559,   0.2418
  0.5089,   0.2227
  0.5595,   0.2190
  0.6042,   0.2269
  0.6437,   0.2388
  0.6825,   0.2484
  0.7179,   0.2689
  0.7519,   0.2926
  0.7844,   0.3221
  0.8107,   0.3570
  0.8376,   0.3939
  0.8603,   0.4337
  0.8850,   0.4835
  0.9079,   0.5424
  0.9197,   0.6178
  0.9138,   0.7089
  0.8830,   0.8034
  0.8247,   0.8957
  0.7421,   0.9665
  0.6422,   0.9832
  0.5328,   0.9846
  0.4212,   0.9849
  0.3214,   0.9849
  0.2308,   0.9849
  0.1546,   0.9851
  0.0962,   0.8234
  0.0625,   0.7138
  0.0471,   0.6144
  0.0464,   0.5216
  0.0611,   0.4293
  0.0830,   0.3394
  0.1204,   0.2515
  0.1729,   0.1697
  0.2374,   0.0974
  0.3126,   0.0347
  0.3990,   0.0068
  0.4987,   0.0039
  0.6137,   0.0037
  0.7380,   0.0037
  0.8628,   0.0034
  0.9665,   0.0037
  0.9832,   0.0037
  0.9844,   0.1795
  0.9846,   0.3836
  0.9846,   0.5587
  0.9849,   0.7294
  0.9849,   0.8825
  0.9846,   0.9736
  0.9846,   0.9836
  0.8781,   0.9846
  0.6501,   0.9849
  0.5299,   0.9849
  0.4271,   0.9849
